Module_id,Module_name,Status,Block_completeness,Missing_or_alternative_KOs,Detected_KOs,Completed_blocks,Total_blocks,Completeness_percent,Sample,Input_alias,Dataset,Report_file,Detected_KO_count,Missing_or_alternative_KO_count,Module_url,Detected_KO_links
M00145,"NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria",1 BLOCK MISSING,0__1,"K05574,K05582,K05581,K05579,K05572,K05580,K05578,K05576,K05577,K05575,K05573,K05583,K05584,K05585",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,14,https://www.kegg.jp/entry/M00145,
M00146,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex,1 BLOCK MISSING,0__1,"K03945,K03946,K03947,K03948,K03949,K03950,K03951,K03952,K03953,K03954,K03955,K03956,K11352,K11353",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,14,https://www.kegg.jp/entry/M00146,
M00147,NADH dehydrogenase (ubiquinone) 1 beta subcomplex,1 BLOCK MISSING,0__1,"K03957,K03958,K03959,K03960,K03961,K03962,K03963,K03964,K03965,K03966,K11351,K03967,K03968",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,13,https://www.kegg.jp/entry/M00147,
M00148,Succinate dehydrogenase (ubiquinone),1 BLOCK MISSING,0__1,"K00236,K00237,K00234,K00235",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00148,
M00149,"Succinate dehydrogenase, prokaryotes",1 BLOCK MISSING,0__1,"K00241,K00242,K18859,K18860,K00239,K00240",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,6,https://www.kegg.jp/entry/M00149,
M00150,"Fumarate reductase, prokaryotes",1 BLOCK MISSING,0__1,"K00244,K00245,K00246,K00247",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00150,
M00151,Cytochrome bc1 complex respiratory unit,1 BLOCK MISSING,0__1,"K00412,K00413,K00410,K00411,K03886,K03887,K03888,K03890,K03891,K03889",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,10,https://www.kegg.jp/entry/M00151,
M00152,Cytochrome bc1 complex,1 BLOCK MISSING,0__1,"K00412,K00413,K00410,K00411,K00414,K00415,K00416,K00417,K00418,K00419,K00420",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,11,https://www.kegg.jp/entry/M00152,
M00153,Cytochrome bd ubiquinol oxidase,1 BLOCK MISSING,0__1,"K00425,K00426,K00424,K22501",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00153,
M00154,Cytochrome c oxidase,1 BLOCK MISSING,0__1,"K02257,K02262,K02256,K02261,K02263,K02264,K02265,K02266,K02267,K02268,K02269,K02270,K02271,K02272,K02273,K02258,K02259,K02260",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,18,https://www.kegg.jp/entry/M00154,
M00155,"Cytochrome c oxidase, prokaryotes",1 BLOCK MISSING,0__1,"K02275,K02274,K02276,K15408,K02277",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,5,https://www.kegg.jp/entry/M00155,
M00156,"Cytochrome c oxidase, cbb3-type",1 BLOCK MISSING,0__1,"K00404,K00405,K15862,K00407,K00406",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,5,https://www.kegg.jp/entry/M00156,
M00157,"F-type ATPase, prokaryotes and chloroplasts",1 BLOCK MISSING,0__1,"K02111,K02112,K02113,K02114,K02115,K02108,K02109,K02110",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,8,https://www.kegg.jp/entry/M00157,
M00158,"F-type ATPase, eukaryotes",1 BLOCK MISSING,0__1,"K02132,K02133,K02136,K02134,K02135,K02137,K02126,K02127,K02128,K02138,K02129,K01549,K02130,K02139,K02140,K02141,K02131,K02142,K02143,K02125",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,20,https://www.kegg.jp/entry/M00158,
M00159,"V/A-type ATPase, prokaryotes",1 BLOCK MISSING,0__1,"K02117,K02118,K02119,K02120,K02121,K02122,K02107,K02123,K02124",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,9,https://www.kegg.jp/entry/M00159,
M00160,"V-type ATPase, eukaryotes",1 BLOCK MISSING,0__1,"K02145,K02147,K02148,K02149,K02150,K02151,K02152,K02144,K02154,K03661,K02155,K02146,K02153,K03662",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,14,https://www.kegg.jp/entry/M00160,
M00161,Photosystem II,1 BLOCK MISSING,0__1,"K02703,K02706,K02705,K02704,K02707,K02708",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,6,https://www.kegg.jp/entry/M00161,
M00162,Cytochrome b6f complex,1 BLOCK MISSING,0__1,"K02635,K02637,K02634,K02636,K02642,K02643,K03689,K02640",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,8,https://www.kegg.jp/entry/M00162,
M00163,Photosystem I,1 BLOCK MISSING,0__1,"K02689,K02690,K02691,K02692,K02693,K02694",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,6,https://www.kegg.jp/entry/M00163,
M00165,Reductive pentose phosphate cycle (Calvin cycle),INCOMPLETE,0__11,"K00855,K01601,K01602,K00927,K05298,K00150,K00134,K01623,K01624,K03841,K02446,K11532,K01086,K00615,K01623,K01624,K01100,K11532,K01086,K00615,K01807,K01808",,0.0,11.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,17,https://www.kegg.jp/entry/M00165,
M00166,"Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P",INCOMPLETE,0__4,"K00855,K01601,K01602,K00927,K05298,K00150,K00134",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,7,https://www.kegg.jp/entry/M00166,
M00167,"Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P",INCOMPLETE,0__7,"K01623,K01624,K03841,K02446,K11532,K01086,K00615,K01623,K01624,K01100,K11532,K01086,K00615,K01807,K01808",,0.0,7.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,10,https://www.kegg.jp/entry/M00167,
M00168,"CAM (Crassulacean acid metabolism), dark",2 BLOCKS MISSING,0__2,"K01595,K00025,K00026,K00024",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00168,
M00169,"CAM (Crassulacean acid metabolism), light",2 BLOCKS MISSING,0__2,"K00029,K01006",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,2,https://www.kegg.jp/entry/M00169,
M00170,"C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type",INCOMPLETE,0__4,"K01595,K14454,K14455,K01610",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00170,
M00171,"C4-dicarboxylic acid cycle, NAD - malic enzyme type",INCOMPLETE,0__7,"K01595,K14454,K14455,K00025,K00026,K00028,K00814,K14272,K01006",,0.0,7.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,9,https://www.kegg.jp/entry/M00171,
M00172,"C4-dicarboxylic acid cycle, NADP - malic enzyme type",INCOMPLETE,0__4,"K01595,K00051,K00029,K01006",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00172,
M00173,Reductive citrate cycle (Arnon-Buchanan cycle),INCOMPLETE,0__12,"K00169,K00170,K00171,K00172,K03737,K01007,K01006,K01959,K01960,K01958,K01595,K01959,K01960,K01958,K00024,K01676,K01679,K01677,K01678,K00239,K00240,K00241,K00242,K00244,K00245,K00246,K00247,K18556,K18557,K18558,K18559,K18560,K01902,K01903,K00174,K00175,K00177,K00176,K00031,K01681,K01682,K15230,K15231,K15232,K15233,K15230,K15231,K15234",,0.0,12.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,43,https://www.kegg.jp/entry/M00173,
M00174,"Methane oxidation, methanotroph, methane => formaldehyde",2 BLOCKS MISSING,0__2,"K10944,K10945,K10946,K16157,K16158,K16159,K16160,K16161,K16162,K14028,K14029",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,11,https://www.kegg.jp/entry/M00174,
M00175,"Nitrogen fixation, nitrogen => ammonia",1 BLOCK MISSING,0__1,"K02588,K02586,K02591,K00531,K22896,K22897,K22898,K22899",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,8,https://www.kegg.jp/entry/M00175,
M00176,"Assimilatory sulfate reduction, sulfate => H2S",INCOMPLETE,0__3,"K13811,K00958,K00860,K00955,K00957,K00956,K00957,K00860,K00390,K00380,K00381,K00392",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,10,https://www.kegg.jp/entry/M00176,
M00307,"Pyruvate oxidation, pyruvate => acetyl-CoA",1 BLOCK MISSING,0__1,"K00163,K00161,K00162,K00627,K00382,K13997,K00169,K00170,K00171,K00172,K03737",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,11,https://www.kegg.jp/entry/M00307,
M00308,"Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P",INCOMPLETE,0__5,"K05308,K00874,K01625,K00134,K00131,K18978,K00927,K00131,K18978",,0.0,5.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,7,https://www.kegg.jp/entry/M00308,
M00309,"Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate",INCOMPLETE,0__3,"K05308,K11395,K18127,K18020,K18021,K18022,K18128,K03738",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,8,https://www.kegg.jp/entry/M00309,
M00338,"Cysteine biosynthesis, homocysteine + serine => cysteine",2 BLOCKS MISSING,0__2,"K01697,K10150,K01758",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,3,https://www.kegg.jp/entry/M00338,
M00344,"Formaldehyde assimilation, xylulose monophosphate pathway",INCOMPLETE,0__4,"K17100,K00863,K01624,K03841",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00344,
M00345,"Formaldehyde assimilation, ribulose monophosphate pathway",INCOMPLETE,0__4,"K08093,K13812,K13831,K08094,K13831,K00850,K16370,K01624",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,7,https://www.kegg.jp/entry/M00345,
M00346,"Formaldehyde assimilation, serine pathway",INCOMPLETE,0__9,"K00600,K00830,K00018,K11529,K01689,K01595,K00024,K08692,K14067,K08691",,0.0,9.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,10,https://www.kegg.jp/entry/M00346,
M00356,"Methanogenesis, methanol => methane",INCOMPLETE,0__3,"K14080,K04480,K14081,K00399,K00401,K00402,K22480,K22481,K22482,K03388,K03389,K03390,K08264,K08265,K03389,K14127,K14126,K14128,K22516,K00125",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,19,https://www.kegg.jp/entry/M00356,
M00357,"Methanogenesis, acetate => methane",INCOMPLETE,0__6,"K00925,K01895,K00625,K13788,K01895,K00193,K00197,K00194,K00577,K00578,K00579,K00580,K00581,K00582,K00583,K00584,K00399,K00401,K00402,K22480,K22481,K22482,K03388,K03389,K03390,K08264,K08265,K03389,K14127,K14126,K14128,K22516,K00125",,0.0,6.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,31,https://www.kegg.jp/entry/M00357,
M00358,Coenzyme M biosynthesis,INCOMPLETE,0__4,"K08097,K05979,K05884,K13039,K06034",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,5,https://www.kegg.jp/entry/M00358,
M00363,"EHEC pathogenicity signature, Shiga toxin",2 BLOCKS MISSING,0__2,"K11006,K11007",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,2,https://www.kegg.jp/entry/M00363,
M00364,"C10-C20 isoprenoid biosynthesis, bacteria",2 BLOCKS MISSING,0__2,"K01823,K00795,K13789,K13787",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00364,
M00365,"C10-C20 isoprenoid biosynthesis, archaea",2 BLOCKS MISSING,0__2,"K01823,K13787",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,2,https://www.kegg.jp/entry/M00365,
M00366,"C10-C20 isoprenoid biosynthesis, plants",INCOMPLETE,0__4,"K01823,K14066,K00787,K13789",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00366,
M00367,"C10-C20 isoprenoid biosynthesis, non-plant eukaryotes",INCOMPLETE,0__3,"K01823,K00787,K00804",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,3,https://www.kegg.jp/entry/M00367,
M00368,"Ethylene biosynthesis, methionine => ethylene",INCOMPLETE,0__3,"K00789,K01762,K20772,K05933",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00368,
M00369,"Cyanogenic glycoside biosynthesis, tyrosine => dhurrin",INCOMPLETE,0__3,"K13027,K13029,K13030",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,3,https://www.kegg.jp/entry/M00369,
M00370,"Glucosinolate biosynthesis, tryptophan => glucobrassicin",INCOMPLETE,0__5,"K11812,K11813,K11818,K11819,K11820,K11821",,0.0,5.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,6,https://www.kegg.jp/entry/M00370,
M00371,"Castasterone biosynthesis, campesterol => castasterone",INCOMPLETE,0__6,"K09587,K12639,K09588,K09591,K12637,K12638,K20623,K09590,K12640",,0.0,6.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,9,https://www.kegg.jp/entry/M00371,
M00372,"Abscisic acid biosynthesis, beta-carotene => abscisic acid",INCOMPLETE,0__6,"K15746,K15747,K09838,K14594,K09840,K09841,K09842",,0.0,6.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,7,https://www.kegg.jp/entry/M00372,
M00373,Ethylmalonyl pathway,INCOMPLETE,0__12,"K00626,K00023,K17865,K14446,K14447,K14448,K14449,K08691,K14451,K01965,K01966,K05606,K01847",,0.0,12.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,13,https://www.kegg.jp/entry/M00373,
M00374,Dicarboxylate-hydroxybutyrate cycle,INCOMPLETE,0__13,"K00169,K00170,K00171,K00172,K01007,K01595,K00024,K01676,K01677,K01678,K00239,K00240,K00241,K18860,K01902,K01903,K15038,K15017,K14465,K14467,K18861,K14534,K15016,K00626",,0.0,13.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,24,https://www.kegg.jp/entry/M00374,
M00375,Hydroxypropionate-hydroxybutylate cycle,INCOMPLETE,0__14,"K01964,K15037,K15036,K15017,K15039,K15018,K15019,K15020,K05606,K01848,K01849,K15038,K15017,K14465,K14466,K18861,K14534,K15016,K00626",,0.0,14.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,18,https://www.kegg.jp/entry/M00375,
M00376,3-Hydroxypropionate bi-cycle,INCOMPLETE,0__13,"K02160,K01961,K01962,K01963,K14468,K14469,K15052,K05606,K01847,K01848,K01849,K14471,K14472,K00239,K00240,K00241,K01679,K08691,K14449,K14470,K09709",,0.0,13.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,21,https://www.kegg.jp/entry/M00376,
M00377,Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway),INCOMPLETE,0__7,"K00198,K05299,K15022,K01938,K01491,K00297,K15023,K14138,K00197,K00194",,0.0,7.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,10,https://www.kegg.jp/entry/M00377,
M00378,F420 biosynthesis,INCOMPLETE,0__4,"K11779,K11780,K11781,K14941,K11212,K12234",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,6,https://www.kegg.jp/entry/M00378,
M00415,Fatty acid elongation in endoplasmic reticulum,INCOMPLETE,0__4,"K10247,K10205,K10248,K10249,K10244,K10203,K10250,K15397,K10245,K10246,K10251,K10703,K10258",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,13,https://www.kegg.jp/entry/M00415,
M00416,Cytochrome aa3-600 menaquinol oxidase,1 BLOCK MISSING,0__1,"K02827,K02826,K02828,K02829",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00416,
M00417,Cytochrome o ubiquinol oxidase,1 BLOCK MISSING,0__1,"K02297,K02298,K02299,K02300",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00417,
M00418,"Toluene degradation, anaerobic, toluene => benzoyl-CoA",INCOMPLETE,0__6,"K07540,K07543,K07544,K07545,K07546,K07547,K07548,K07549,K07550",,0.0,6.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,9,https://www.kegg.jp/entry/M00418,
M00419,"Cymene degradation, p-cymene => p-cumate",INCOMPLETE,0__3,"K10616,K18293,K10617,K10618",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00419,
M00422,"Acetyl-CoA pathway, CO2 => acetyl-CoA",2 BLOCKS MISSING,0__2,"K00192,K00195,K00193,K00197,K00194",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,5,https://www.kegg.jp/entry/M00422,
M00432,"Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate",INCOMPLETE,0__3,"K01649,K01702,K01703,K01704,K00052",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,5,https://www.kegg.jp/entry/M00432,
M00433,"Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate",INCOMPLETE,0__4,"K01655,K17450,K01705,K16792,K16793,K17450,K01705,K16792,K16793,K05824",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,6,https://www.kegg.jp/entry/M00433,
M00525,"Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine",INCOMPLETE,0__9,"K00928,K00133,K01714,K00215,K05822,K00841,K05823,K01778,K01586",,0.0,9.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,9,https://www.kegg.jp/entry/M00525,
M00526,"Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine",INCOMPLETE,0__6,"K00928,K12524,K12525,K12526,K00133,K01714,K00215,K03340,K01586,K12526",,0.0,6.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,9,https://www.kegg.jp/entry/M00526,
M00527,"Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine",INCOMPLETE,0__7,"K00928,K12524,K12525,K12526,K00133,K01714,K00215,K10206,K01778,K01586,K12526",,0.0,7.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,10,https://www.kegg.jp/entry/M00527,
M00528,"Nitrification, ammonia => nitrite",2 BLOCKS MISSING,0__2,"K10944,K10945,K10946,K10535",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00528,
M00529,"Denitrification, nitrate => nitrogen",INCOMPLETE,0__4,"K00370,K00371,K00374,K02567,K02568,K00368,K15864,K04561,K02305,K00376",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,10,https://www.kegg.jp/entry/M00529,
M00530,"Dissimilatory nitrate reduction, nitrate => ammonia",2 BLOCKS MISSING,0__2,"K00370,K00371,K00374,K02567,K02568,K00362,K00363,K03385,K15876",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,9,https://www.kegg.jp/entry/M00530,
M00531,"Assimilatory nitrate reduction, nitrate => ammonia",2 BLOCKS MISSING,0__2,"K00367,K10534,K00372,K00360,K00366,K17877",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,6,https://www.kegg.jp/entry/M00531,
M00532,Photorespiration,INCOMPLETE,0__10,"K01601,K01602,K19269,K11517,K03781,K14272,K00600,K00830,K15893,K15919,K15918,K00281,K00605,K00382,K02437",,0.0,10.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,15,https://www.kegg.jp/entry/M00532,
M00533,"Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate",INCOMPLETE,0__4,"K00455,K00151,K01826,K05921",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00533,
M00534,"Naphthalene degradation, naphthalene => salicylate",INCOMPLETE,0__6,"K14579,K14580,K14578,K14581,K14582,K14583,K14584,K14585,K00152",,0.0,6.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,9,https://www.kegg.jp/entry/M00534,
M00535,"Isoleucine biosynthesis, pyruvate => 2-oxobutanoate",INCOMPLETE,0__3,"K09011,K01703,K01704,K00052",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00535,
M00537,"Xylene degradation, xylene => methylbenzoate",INCOMPLETE,0__3,"K15757,K15758,K00055,K00141",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00537,
M00538,"Toluene degradation, toluene => benzoate",INCOMPLETE,0__3,"K15760,K15761,K15762,K15763,K15764,K15765,K00055,K00141",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,8,https://www.kegg.jp/entry/M00538,
M00539,"Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate",INCOMPLETE,0__5,"K10619,K16303,K16304,K18227,K10620,K10621,K10622,K10623",,0.0,5.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,8,https://www.kegg.jp/entry/M00539,
M00540,"Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA",INCOMPLETE,0__5,"K04116,K04117,K07534,K07535,K07536",,0.0,5.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,5,https://www.kegg.jp/entry/M00540,
M00541,"Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA",INCOMPLETE,0__4,"K04112,K04113,K04114,K04115,K19515,K19516,K07537,K07538,K07539",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,9,https://www.kegg.jp/entry/M00541,
M00542,"EHEC/EPEC pathogenicity signature, T3SS and effectors",INCOMPLETE,0__8,"K03221,K03219,K03222,K03226,K03227,K03228,K03229,K03230,K03224,K03225,K12784,K12787,K12785,K12786,K12788,K16041,K16042",,0.0,8.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,17,https://www.kegg.jp/entry/M00542,
M00543,"Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate",INCOMPLETE,0__4,"K08689,K15750,K18087,K18088,K08690,K00462,K10222",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,7,https://www.kegg.jp/entry/M00543,
M00544,"Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate",INCOMPLETE,0__3,"K15751,K15752,K15753,K15754,K15755,K15756",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,6,https://www.kegg.jp/entry/M00544,
M00545,"Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA",INCOMPLETE,0__7,"K05708,K05709,K05710,K00529,K05712,K05711,K05712,K05713,K05714,K02554,K01666,K04073",,0.0,7.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,11,https://www.kegg.jp/entry/M00545,
M00546,"Purine degradation, xanthine => urea",INCOMPLETE,0__6,"K00106,K00087,K13479,K13480,K13481,K13482,K11177,K11178,K13483,K00365,K16838,K16839,K22879,K13484,K07127,K13484,K13485,K16838,K16840,K01466,K16842,K01477",,0.0,6.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,20,https://www.kegg.jp/entry/M00546,
M00547,"Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol",2 BLOCKS MISSING,0__2,"K03268,K16268,K18089,K18090,K16269",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,5,https://www.kegg.jp/entry/M00547,
